date,ibov,mcs,spx
17mar2010,69723.24000000001,22720.42,1166.21
18mar2010,69697.33,22876.83,1165.83
19mar2010,68828.98,22817.4,1159.9
20mar2010,,,
21mar2010,,,
22mar2010,69041.73,22898.881,1165.81
23mar2010,69386.72,22910.721,1174.17
24mar2010,68913.39999999999,22993.449,1167.72
25mar2010,68441.66,22990.16,1165.73
26mar2010,68682.66,23441.199,1166.59
27mar2010,,,
28mar2010,,,
29mar2010,69939.12,23929.58,1173.22
30mar2010,69959.58,24235.061,1173.27
31mar2010,70371.53999999999,23941.561,1169.43
01apr2010,71136.34,23798.561,1178.1
02apr2010,,23806.471,
03apr2010,,,
04apr2010,,,
05apr2010,71289.67999999999,23799.881,1187.44
06apr2010,71095.64999999999,23709.35,1189.44
07apr2010,70792.94,23912.859,1182.45
08apr2010,71784.78,23931.189,1186.44
09apr2010,71417.27,23897.721,1194.37
10apr2010,,,
11apr2010,,,
12apr2010,70614.36,24009.49,1196.48
13apr2010,70792.39999999999,24194.461,1197.3
14apr2010,71034.85000000001,24293.539,1210.65
15apr2010,70524.35000000001,24440.57,1211.67
16apr2010,69421.35000000001,24965.09,1192.13
17apr2010,,,
18apr2010,,,
19apr2010,69097.58,24979.35,1197.52
20apr2010,69318.44,25364.609,1207.17
21apr2010,,25135.949,1205.94
22apr2010,69386.41,25280.369,1208.67
23apr2010,69509.49000000001,25350.34,1217.28
24apr2010,,,
25apr2010,,,
26apr2010,68871.94,25376.301,1212.05
27apr2010,66511.10000000001,25442.529,1183.71
28apr2010,66655.71000000001,25466.35,1191.36
29apr2010,67978.05,25626.59,1206.78
30apr2010,67529.73,25641.381,1186.69
01may2010,,,
02may2010,,,
03may2010,67119.41,25646.539,1202.26
04may2010,64869.32,25684.66,1173.6
05may2010,64914.17,25572.85,1165.9
06may2010,63414.22,25298.279,1128.15
07may2010,62870.88,25437.881,1110.88
08may2010,,,
09may2010,,,
10may2010,65452.68,25437.881,1159.73
11may2010,64424.89,25440.42,1155.79
12may2010,65223.63,25399.109,1171.67
13may2010,64788.22,25494.49,1157.44
14may2010,63412.47,25569.25,1135.68
15may2010,,,
16may2010,,,
17may2010,62866.26,25680.73,1136.94
18may2010,60841.08,25780.26,1120.8
19may2010,59689.32,25818.65,1115.05
20may2010,58192.08,25777.141,1071.59
21may2010,60259.33,25648.17,1087.69
22may2010,,,
23may2010,,,
24may2010,59915.14,24854.561,1073.65
25may2010,59184.08,24600.16,1074.03
26may2010,60190.36,24722.811,1067.95
27may2010,62091.77,24925.01,1103.06
28may2010,61946.99,24694.18,1089.41
29may2010,,,
30may2010,,,
31may2010,63046.51,24924.49,
01jun2010,61840.99,24939.279,1070.71
02jun2010,62942.91,25090.711,1098.38
03jun2010,,25044.49,1102.83
04jun2010,61675.75,25135.24,1064.88
05jun2010,,,
06jun2010,,,
07jun2010,61182.92,25166.561,1050.47
08jun2010,61793.64,25381.73,1062
09jun2010,61478.61,25510.391,1055.69
10jun2010,63048.8,25520.93,1086.84
11jun2010,63605.38,25420.289,1091.6
12jun2010,,,
13jun2010,,,
14jun2010,63532.85,25275.32,1089.63
15jun2010,64442.27,25406.85,1115.23
16jun2010,64750.71,25185.02,1114.61
17jun2010,64540.91,25000.52,1116.04
18jun2010,64437.58,24887.939,1117.51
19jun2010,,,
20jun2010,,,
21jun2010,64829.03,24863.301,1113.2
22jun2010,64810.62,24702,1095.31
23jun2010,65160.33,24897.1,1092.04
24jun2010,63936.7,24914.43,1073.69
25jun2010,64823.83,24766.76,1076.76
26jun2010,,,
27jun2010,,,
28jun2010,64225.22,24620.5,1074.57
29jun2010,61977.91,24366.381,1041.24
30jun2010,60935.9,24176.381,1030.71
01jul2010,61236.2,24041.119,1027.37
02jul2010,61429.79,24203.84,1022.58
03jul2010,,,
04jul2010,,,
05jul2010,60865.27,24153.01,
06jul2010,62064.75,24126.02,1028.06
07jul2010,63283.8,24007.43,1060.27
08jul2010,63476.32,24182.211,1070.25
09jul2010,,24205.51,1077.96
10jul2010,,,
11jul2010,,,
12jul2010,62960.1,24316.99,1078.75
13jul2010,63685.56,24659.939,1095.34
14jul2010,63479.46,24547.689,1095.17
15jul2010,63489.37,24510.801,1096.48
16jul2010,62339.27,24428.359,1064.88
17jul2010,,,
18jul2010,,,
19jul2010,63297.04,24316.439,1071.25
20jul2010,64462.5,24298.789,1083.48
21jul2010,64476.84,24319.57,1069.59
22jul2010,65748.10000000001,24359.6,1093.67
23jul2010,66322.99000000001,24450.35,1102.66
24jul2010,,,
25jul2010,,,
26jul2010,66443.26,24258.25,1115.01
27jul2010,66674.44,24227.039,1113.84
28jul2010,66808.25,24251.529,1106.13
29jul2010,66953.83,24233.68,1101.53
30jul2010,67515.39999999999,24233.68,1101.6
31jul2010,,,
01aug2010,,,
02aug2010,68517.46000000001,24249.73,1125.86
03aug2010,67997.36,24111.02,1120.46
04aug2010,68272,24160.82,1127.24
05aug2010,68411.72,24185.869,1125.81
06aug2010,68094.76,24314.09,1121.64
07aug2010,,,
08aug2010,,,
09aug2010,67862.28,24352.971,1127.79
10aug2010,67223.23,24265.199,1121.06
11aug2010,65790.28999999999,24162.41,1089.47
12aug2010,65966.17,24014.891,1083.61
13aug2010,66264.42999999999,24053.02,1079.25
14aug2010,,,
15aug2010,,,
16aug2010,66701.89,24110.369,1079.38
17aug2010,67583.77,24083.92,1092.54
18aug2010,67638.38000000001,23906.51,1094.16
19aug2010,66887.13000000001,23837.869,1075.63
20aug2010,66677.16,23837.869,1071.69
21aug2010,,,
22aug2010,,,
23aug2010,65981.86,24008.16,1067.36
24aug2010,65156.36,24041.961,1051.87
25aug2010,64803.43,24232.42,1055.33
26aug2010,63867.48,24273.471,1047.22
27aug2010,65585.14,24303.561,1064.59
28aug2010,,,
29aug2010,,,
30aug2010,64260.79,24249.619,1048.92
31aug2010,65145.45,24233.5,1049.33
01sep2010,67072.53,24206.289,1080.29
02sep2010,66808.08,24170.061,1090.1
03sep2010,66678.62,24202.211,1104.51
04sep2010,,,
05sep2010,,,
06sep2010,66747.3,24225.471,
07sep2010,,24203.461,1091.84
08sep2010,66407.28,24215.619,1098.87
09sep2010,66624.10000000001,24173.891,1104.18
10sep2010,66806.78999999999,,1109.55
11sep2010,,,
12sep2010,,,
13sep2010,68030.58,24301.26,1121.9
14sep2010,67691.85000000001,24195.23,1121.1
15sep2010,68106.85000000001,24264.9,1125.07
16sep2010,67662.99000000001,24166.42,1124.66
17sep2010,67089.12,24191.99,1125.59
18sep2010,,,
19sep2010,,,
20sep2010,68190.46000000001,24231.9,1142.71
21sep2010,67719.13000000001,24255.49,1139.78
22sep2010,68325.17999999999,,1134.28
23sep2010,68794.32000000001,24340.26,1124.83
24sep2010,68196.48,24278.891,1148.67
25sep2010,,,
26sep2010,,,
27sep2010,68815.97,24319.061,1142.16
28sep2010,69227.63000000001,24558.43,1147.7
29sep2010,69228.24000000001,24607.51,1144.73
30sep2010,69429.78,24672.891,1141.2
01oct2010,70229.35000000001,24544.449,1146.24
02oct2010,,,
03oct2010,,,
04oct2010,70384.92,24408.211,1137.03
05oct2010,71283.11,24088.09,1160.75
06oct2010,70541.37,24318.83,1159.97
07oct2010,69918.39999999999,,1158.06
08oct2010,70808.8,24615.141,1165.15
09oct2010,,,
10oct2010,,,
11oct2010,70946.49000000001,24543.07,1165.32
12oct2010,,24708.25,1169.77
13oct2010,71674.89999999999,24883.391,1178.1
14oct2010,71692.28999999999,25069.48,1173.81
15oct2010,71830.17999999999,25113.76,1176.19
16oct2010,,,
17oct2010,,,
18oct2010,71735.53,24945.141,1184.71
19oct2010,69863.58,25002.58,1165.9
20oct2010,70404.67999999999,25230.02,1178.17
21oct2010,69652.10000000001,25583.609,1180.26
22oct2010,69529.73,25568.461,1183.08
23oct2010,,,
24oct2010,,,
25oct2010,69580.28,25616.08,1185.62
26oct2010,70740.39,25390.34,1185.64
27oct2010,70568.94,25364.119,1182.45
28oct2010,70320.13000000001,25299.721,1183.78
29oct2010,70673.3,25231.25,1183.26
30oct2010,,,
31oct2010,,,
01nov2010,71560.92999999999,25143.83,1184.38
02nov2010,,25141.43,1193.57
03nov2010,71904.77,25072.029,1197.96
04nov2010,72995.69,25232.34,1221.06
05nov2010,72606.58,25272.029,1225.85
06nov2010,,,
07nov2010,,,
08nov2010,72657.37,,1223.25
09nov2010,71679.47,25306.01,1213.4
10nov2010,71638.38000000001,25322.449,1218.71
11nov2010,71195.16,25264.289,1213.54
12nov2010,70367.14999999999,25252.789,1199.21
13nov2010,,,
14nov2010,,,
15nov2010,,25225.15,1197.75
16nov2010,69192.41,25230.77,1178.34
17nov2010,69708.63000000001,,1178.59
18nov2010,70781.39999999999,,1196.69
19nov2010,70897.89999999999,25446.15,1199.73
20nov2010,,,
21nov2010,,,
22nov2010,69632.5,25382.641,1197.84
23nov2010,67952.55,25290.141,1180.73
24nov2010,69629.36,25224.43,1198.35
25nov2010,69361.63000000001,25080.039,
26nov2010,68226.10000000001,24958.32,1189.4
27nov2010,,,
28nov2010,,,
29nov2010,67908.17999999999,25194.4,1187.76
30nov2010,67705.39999999999,25209.279,1180.55
01dec2010,69345.85000000001,25362.381,1206.07
02dec2010,69527.07000000001,25518.051,1221.53
03dec2010,69766.09,25600.24,1224.71
04dec2010,,,
05dec2010,,,
06dec2010,69551.81,25860.311,1223.12
07dec2010,69337.64,25860.311,1223.75
08dec2010,68174.92,26380.98,1228.28
09dec2010,67879.46000000001,26812.66,1233
10dec2010,68341.83,26561.32,1240.4
11dec2010,,,
12dec2010,,,
13dec2010,69126.32000000001,26331.5,1240.46
14dec2010,68742.97,26098.029,1241.59
15dec2010,67870.14,26044.869,1235.23
16dec2010,67306.39,26059.381,1242.87
17dec2010,67981.22,26372.039,1243.91
18dec2010,,,
19dec2010,,,
20dec2010,67263.60000000001,26321.211,1247.08
21dec2010,68214.86,26420.66,1254.6
22dec2010,68470.76,26408.381,1258.84
23dec2010,68485.96000000001,26329.961,1256.77
24dec2010,,26020.77,
25dec2010,,,
26dec2010,,,
27dec2010,67803.16,25984.359,1257.54
28dec2010,68040.94,25827.789,1258.51
29dec2010,68952.42,25761.66,1259.78
30dec2010,69304.81,26170.949,1257.88
31dec2010,,26191.779,1257.64
01jan2011,,,
02jan2011,,,
03jan2011,69962.32000000001,26000.211,1271.87
04jan2011,70317.78999999999,26370.471,1270.2
05jan2011,71091.03,26655.949,1276.56
06jan2011,70578.83,26860.66,1273.85
07jan2011,70057.2,26928.73,1271.5
08jan2011,,,
09jan2011,,,
10jan2011,70127.03999999999,27220.359,1269.75
11jan2011,70423.44,27220.359,1274.48
12jan2011,71632.89999999999,27727.4,1285.96
13jan2011,70721.44,27635.949,1283.76
14jan2011,70940.22,27516.881,1293.24
15jan2011,,,
16jan2011,,,
17jan2011,70609.07000000001,27098.109,
18jan2011,70919.75,27005.711,1295.02
19jan2011,70058.08,26911.99,1281.92
20jan2011,69561.53,27044.891,1280.26
21jan2011,69133.09,27252.4,1283.35
22jan2011,,,
23jan2011,,,
24jan2011,69426.57000000001,27274.189,1290.84
25jan2011,,27241.881,1291.18
26jan2011,68709.22,27302.359,1296.63
27jan2011,68050.71000000001,27352.439,1299.54
28jan2011,66697.57000000001,26589.58,1276.34
29jan2011,,,
30jan2011,,,
31jan2011,66574.88000000001,26005.529,1286.12
01feb2011,67847.34,25733.77,1307.59
02feb2011,66688.48,26001.609,1304.03
03feb2011,66764.84,25715.1,1307.1
04feb2011,65269.15,25933.73,1310.87
05feb2011,,,
06feb2011,,,
07feb2011,65362.04,26380.961,1319.05
08feb2011,65771.33,26869.449,1324.57
09feb2011,64217.52,26669.289,1320.88
10feb2011,64577.83,26282.189,1321.87
11feb2011,65755.66,26401.631,1329.15
12feb2011,,,
13feb2011,,,
14feb2011,66557.55,26417.119,1332.32
15feb2011,66341.39,26444.939,1328.01
16feb2011,67576.62,,1336.32
17feb2011,67684.99000000001,,1340.43
18feb2011,68066.82000000001,26123.811,1343.01
19feb2011,,,
20feb2011,,,
21feb2011,67258.66,25356.711,
22feb2011,66439.83,25451.33,1315.44
23feb2011,66910.48,25548.131,1307.4
24feb2011,66948.99000000001,25888.869,1306.1
25feb2011,66902.53,26314.08,1319.88
26feb2011,,,
27feb2011,,,
28feb2011,67383.22,26552.91,1327.22
01mar2011,66242.63000000001,26609.869,1306.33
02mar2011,67281.51,26567.92,1308.44
03mar2011,68145.53,26432.32,1330.97
04mar2011,68012.10000000001,26354.61,1321.15
05mar2011,,,
06mar2011,,,
07mar2011,,26144.029,1310.13
08mar2011,,26200.52,1321.82
09mar2011,67263.75,26219.07,1320.02
10mar2011,66040.66,26495.881,1295.11
11mar2011,66684.60000000001,26481.109,1304.28
12mar2011,,,
13mar2011,,,
14mar2011,67169.25,26434.08,1296.39
15mar2011,67005.22,26246.721,1281.87
16mar2011,66002.57000000001,26205.381,1256.88
17mar2011,66215.92999999999,26165.949,1273.72
18mar2011,66879.89,26197.619,1279.2
19mar2011,,,
20mar2011,,,
21mar2011,66689.61,26159.539,1298.38
22mar2011,67578.33,26160.33,1293.77
23mar2011,67795.51,26109.52,1297.54
24mar2011,67532.97,26072.65,1309.66
25mar2011,67765.94,25743.609,1313.8
26mar2011,,,
27mar2011,,,
28mar2011,67192.82000000001,25769.84,1310.19
29mar2011,67418.76,25657.93,1319.44
30mar2011,67997.06,25646.789,1328.26
31mar2011,68586.7,25149.82,1325.83
01apr2011,69268.28999999999,24690.381,1332.41
02apr2011,,,
03apr2011,,,
04apr2011,69703.8,24331.02,1332.87
05apr2011,69837.52,24429.029,1332.63
06apr2011,69036.91,24841.09,1335.54
07apr2011,69176.12,25203.26,1333.51
08apr2011,68718.01,24903.561,1328.17
09apr2011,,,
10apr2011,,,
11apr2011,68164.36,24879.09,1324.46
12apr2011,66896.23,24697.93,1314.16
13apr2011,66486.49000000001,24498.51,1314.41
14apr2011,66278.89,24544.58,1314.52
15apr2011,66684.21000000001,24708.07,1319.68
16apr2011,,,
17apr2011,,,
18apr2011,65415.49,24619.881,1305.14
19apr2011,66158.09,24686.42,1312.62
20apr2011,67058.02,24680.939,1330.36
21apr2011,,24594.32,1337.38
22apr2011,,24690.82,
23apr2011,,,
24apr2011,,,
25apr2011,66972.37,24806.551,1335.25
26apr2011,67144.26,24792.75,1347.24
27apr2011,66264.47,24861.43,1355.66
28apr2011,65673.21000000001,24482.6,1360.48
29apr2011,66132.86,23816.551,1363.61
30apr2011,,,
01may2011,,,
02may2011,65462.75,24408.5,1361.22
03may2011,64318.18,24670.039,1356.62
04may2011,63615.5,24608.199,1347.32
05may2011,63407.01,24862.289,1335.1
06may2011,64417.34,24539.211,1340.2
07may2011,,,
08may2011,,,
09may2011,64621.97,24583.25,1346.29
10may2011,64876.88,24581.93,1357.16
11may2011,63775.82,24560.95,1342.08
12may2011,64003.16,24717.27,1348.65
13may2011,63235.3,24834.811,1337.77
14may2011,,,
15may2011,,,
16may2011,62829.68,24643.359,1329.47
17may2011,63673.34,24773.859,1328.98
18may2011,62840.61,24824.859,1340.68
19may2011,62367.36,24728.721,1343.6
20may2011,62596.52,24359.42,1333.27
21may2011,,,
22may2011,,,
23may2011,62345.18,24451.391,1317.37
24may2011,63336.75,24524.039,1316.28
25may2011,63388.44,24644.109,1320.47
26may2011,64098.57,24859.48,1325.69
27may2011,64294.96,24997.439,1331.1
28may2011,,,
29may2011,,,
30may2011,63953.93,25062.57,
31may2011,64620.08,25067.84,1345.2
01jun2011,63411.48,25083.82,1314.55
02jun2011,64218.08,25066.221,1312.94
03jun2011,64340.5,25060.439,1300.16
04jun2011,,,
05jun2011,,,
06jun2011,63067.73,24905.35,1286.17
07jun2011,63217.85,24737.26,1284.94
08jun2011,63032.97,24677.57,1279.56
09jun2011,63468.82,24622.561,1289
10jun2011,62697.16,24725.74,1270.98
11jun2011,,,
12jun2011,,,
13jun2011,62022.92,24645.33,1271.83
14jun2011,62204.83,24623.42,1287.87
15jun2011,61603.74,24457.68,1265.42
16jun2011,60880.62,24289.27,1267.64
17jun2011,61059.98,24128.471,1271.5
18jun2011,,,
19jun2011,,,
20jun2011,61168.24,24019.561,1278.36
21jun2011,61423.61,23827.67,1295.52
22jun2011,61194.09,23890.391,1287.14
23jun2011,,23765.199,1283.5
24jun2011,61016.72,23804.961,1268.45
25jun2011,,,
26jun2011,,,
27jun2011,61216.98,23819,1280.1
28jun2011,62303.37,23844.221,1296.67
29jun2011,62333.97,23589.51,1307.41
30jun2011,62403.64,23610.07,1320.64
01jul2011,63394.34,23597.26,1339.67
02jul2011,,,
03jul2011,,,
04jul2011,63891.31,23814.381,
05jul2011,63038.81,23650.949,1337.88
06jul2011,62565.46,23737.34,1339.22
07jul2011,62207.33,23810.42,1353.22
08jul2011,61513.24,23762.141,1343.8
09jul2011,,,
10jul2011,,,
11jul2011,60223.63,23642.83,1319.49
12jul2011,59704.75,23553.811,1313.64
13jul2011,60669.89,23660.24,1317.72
14jul2011,59679.35,23465.529,1308.87
15jul2011,59478.01,23558.93,1316.14
16jul2011,,,
17jul2011,,,
18jul2011,58837.61,23448.811,1305.44
19jul2011,59082.13,23223.08,1326.73
20jul2011,59119.71,23369.471,1325.84
21jul2011,60262.95,23333.619,1343.8
22jul2011,60270.47,23154.34,1345.02
23jul2011,,,
24jul2011,,,
25jul2011,59970.54,23289.891,1337.43
26jul2011,59339.9,23048.76,1331.94
27jul2011,58288.46,22983.48,1304.89
28jul2011,58708.25,23031.711,1300.67
29jul2011,58823.45,23007.381,1292.28
30jul2011,,,
31jul2011,,,
01aug2011,58535.74,23025.51,1286.94
02aug2011,57310.78,23000.23,1254.05
03aug2011,56017.22,22863.15,1260.34
04aug2011,52811.36,22762.461,1200.07
05aug2011,52949.22,22663.25,1199.38
06aug2011,,,
07aug2011,,,
08aug2011,48668.29,22518.359,1119.46
09aug2011,51150.9,22174.51,1172.53
10aug2011,51395.29,22604.68,1120.76
11aug2011,53343.11,22626.5,1172.64
12aug2011,53473.35,23366.699,1178.81
13aug2011,,,
14aug2011,,,
15aug2011,54651.83,23404.74,1204.49
16aug2011,54323.61,23263.391,1192.76
17aug2011,55073.02,23305.529,1193.89
18aug2011,53134.1,23414.061,1140.65
19aug2011,52447.63,23319.42,1123.53
20aug2011,,,
21aug2011,,,
22aug2011,52440.23,23324.381,1123.82
23aug2011,53786.63,23359.4,1162.35
24aug2011,53795.7,23182.52,1177.6
25aug2011,52953.3,23152.4,1159.27
26aug2011,53350.79,23260.051,1176.8
27aug2011,,,
28aug2011,,,
29aug2011,54860.73,23475.08,1210.08
30aug2011,55385.03,23627.51,1212.92
31aug2011,56495.12,,1218.89
01sep2011,58118.2,,1204.42
02sep2011,56531.62,23814.68,1173.97
03sep2011,,,
04sep2011,,,
05sep2011,54998.41,23981.119,
06sep2011,56607.3,24018.471,1165.24
07sep2011,,24155.801,1198.62
08sep2011,57623.63,23985.24,1185.9
09sep2011,55778.39,23637.67,1154.23
10sep2011,,,
11sep2011,,,
12sep2011,55685.47,23722.83,1162.27
13sep2011,55543.97,23861.369,1172.87
14sep2011,56286.04,23876.631,1188.68
15sep2011,56381.46,23564.029,1209.11
16sep2011,57210.11,23478.77,1216.01
17sep2011,,,
18sep2011,,,
19sep2011,57102.78,23684.779,1204.09
20sep2011,56378.63,23535.779,1202.09
21sep2011,55981.9,23575.09,1166.76
22sep2011,53280.28,23442.75,1129.56
23sep2011,53230.36,23401.23,1136.43
24sep2011,,,
25sep2011,,,
26sep2011,53747.52,23244.359,1162.95
27sep2011,53920.36,23386.5,1175.38
28sep2011,53270.36,23314.51,1151.06
29sep2011,53384.67,23404.93,1160.4
30sep2011,52324.42,23644.189,1131.42
01oct2011,,,
02oct2011,,,
03oct2011,50791.53,23606.391,1099.23
04oct2011,50686.34,23544.641,1123.95
05oct2011,51013.85,23439.539,1144.03
06oct2011,52290.37,23662.189,1164.97
07oct2011,51243.62,23475.4,1155.46
08oct2011,,,
09oct2011,,,
10oct2011,53273.11,23553.85,1194.89
11oct2011,53838.47,23595.34,1195.54
12oct2011,,23625.721,1207.25
13oct2011,54601.07,23648.68,1203.66
14oct2011,55030.45,23808,1224.58
15oct2011,,,
16oct2011,,,
17oct2011,53911.33,23627.83,1200.86
18oct2011,55031.93,23450.49,1225.38
19oct2011,54966.13,23402.67,1209.88
20oct2011,54009.98,23499.01,1215.39
21oct2011,55255.23,23471.971,1238.25
22oct2011,,,
23oct2011,,,
24oct2011,56891.97,23471.449,1254.19
25oct2011,56285.99,23405.42,1229.05
26oct2011,57143.79,23444.5,1242
27oct2011,59270.13,23355.41,1284.59
28oct2011,59513.13,23247.35,1285.09
29oct2011,,,
30oct2011,,,
31oct2011,58338.39,23382.05,1253.3
01nov2011,57322.75,23141.49,1218.28
02nov2011,,23243.77,1237.9
03nov2011,58196.3,23226.881,1261.15
04nov2011,58669.92,23251.029,1253.23
05nov2011,,,
06nov2011,,,
07nov2011,59198.77,,1261.12
08nov2011,59026.13,,1275.92
09nov2011,57549.74,,1229.1
10nov2011,57321.81,23208.15,1239.69
11nov2011,58546.97,23160.59,1263.85
12nov2011,,,
13nov2011,,,
14nov2011,58258.23,23132.439,1251.78
15nov2011,,23153.029,1257.81
16nov2011,58559.99,23056.039,1236.91
17nov2011,56988.9,22934.301,1216.13
18nov2011,56731.34,,1215.65
19nov2011,,,
20nov2011,,,
21nov2011,56284.59,22870.9,1192.98
22nov2011,55878.44,22595.561,1188.04
23nov2011,54972.08,22481.311,1161.79
24nov2011,55279.88,22507.311,
25nov2011,54894.49,22369.84,1158.67
26nov2011,,,
27nov2011,,,
28nov2011,56017.35,22420.41,1192.55
29nov2011,55299.76,22466.95,1195.19
30nov2011,56874.98,22617.711,1246.96
01dec2011,58143.42,22465.24,1244.58
02dec2011,57885.85,22560.381,1244.28
03dec2011,,,
04dec2011,,,
05dec2011,58910.48,22487.141,1257.08
06dec2011,59536.16,22445.811,1258.47
07dec2011,58662.83,22445.14,1261.01
08dec2011,57455.02,22676.93,1234.35
09dec2011,58236.46,22472.26,1255.19
10dec2011,,,
11dec2011,,,
12dec2011,57346.86,22649.93,1236.47
13dec2011,57494.85,22797.33,1225.73
14dec2011,56646.87,22717.939,1211.82
15dec2011,56331.15,22564.279,1215.75
16dec2011,56096.93,22680.23,1219.66
17dec2011,,,
18dec2011,,,
19dec2011,55298.33,22934.141,1205.35
20dec2011,56864.85,23205.66,1241.3
21dec2011,56653.37,23420.45,1243.72
22dec2011,57347.87,23324.391,1254
23dec2011,57701.07,22909.529,1265.33
24dec2011,,,
25dec2011,,,
26dec2011,57669.48,23014.93,
27dec2011,58005.2,22589.17,1265.43
28dec2011,56533.76,22777.359,1249.64
29dec2011,56754.08,22687.33,1263.02
30dec2011,,22680.551,1257.6
31dec2011,,,
01jan2012,,,
02jan2012,57829.27,22608.72,
03jan2012,59264.87,22639.35,1277.06
04jan2012,59364.95,22983.99,1277.3
05jan2012,58546.08,22847.41,1281.06
06jan2012,58600.37,22742.32,1277.81
07jan2012,,,
08jan2012,,,
09jan2012,59082.88,22800.46,1280.7
10jan2012,59805.96,22859.061,1292.08
11jan2012,59962.4,,1292.48
12jan2012,59920.78,22799.53,1295.5
13jan2012,59146.58,22625.84,1289.09
14jan2012,,,
15jan2012,,,
16jan2012,59956.46,22621.07,
17jan2012,60645.9,22658.09,1293.67
18jan2012,61722.86,22731.85,1308.04
19jan2012,61926.69,22716.6,1314.5
20jan2012,62312.13,23024.84,1315.38
21jan2012,,,
22jan2012,,,
23jan2012,62386.24,23133.01,1316
24jan2012,62486.22,23071.631,1314.65
25jan2012,,23040.92,1326.05
26jan2012,62953.06,22998.44,1318.43
27jan2012,62904.2,23023.711,1316.33
28jan2012,,,
29jan2012,,,
30jan2012,62770.01,22997.93,1313.01
31jan2012,63072.31,23143.26,1312.41
01feb2012,64567.18,23162.51,1324.09
02feb2012,64593.1,23280.689,1325.54
03feb2012,65217.37,23435.08,1344.9
04feb2012,,,
05feb2012,,,
06feb2012,65223.72,,1344.33
07feb2012,65917.02,23718.6,1347.05
08feb2012,65831.16,23802.52,1349.96
09feb2012,65530.49,23665.68,1351.95
10feb2012,63997.86,23379.49,1342.64
11feb2012,,,
12feb2012,,,
13feb2012,65691.53,23359.41,1351.77
14feb2012,65038.53,23308.5,1350.5
15feb2012,65368.49,23373.24,1343.23
16feb2012,66141.7,23328.131,1358.04
17feb2012,66203.5,23482.01,1361.23
18feb2012,,,
19feb2012,,,
20feb2012,,23514.039,
21feb2012,,23481.59,1362.21
22feb2012,66092.77,23635.561,1357.66
23feb2012,65819.62,23445.471,1363.46
24feb2012,65942.73,23481.221,1365.74
25feb2012,,,
26feb2012,,,
27feb2012,65241.49,23332.52,1367.59
28feb2012,65958.78,23397.619,1372.18
29feb2012,65811.73,23448.65,1365.68
01mar2012,66809.8,23550.641,1374.09
02mar2012,67781.60000000001,23472.65,1369.63
03mar2012,,,
04mar2012,,,
05mar2012,66964.03,23483.59,1364.33
06mar2012,65114.15,23461.9,1343.36
07mar2012,66016.76,23428.221,1352.63
08mar2012,66908.39,23394.08,1365.91
09mar2012,66703.96000000001,23359.24,1370.87
10mar2012,,,
11mar2012,,,
12mar2012,66384.76,23261.439,1371.09
13mar2012,68394.33,23185.301,1395.95
14mar2012,68257.22,23087.93,1394.28
15mar2012,67749.49000000001,22979.471,1402.6
16mar2012,67684.13000000001,22800.881,1404.17
17mar2012,,,
18mar2012,,,
19mar2012,67730.31,22796.711,1409.75
20mar2012,67295.56,22689.141,1405.52
21mar2012,66860.05,22593.289,1402.89
22mar2012,65828.19,22685.119,1392.78
23mar2012,65812.95,22596.5,1397.11
24mar2012,,,
25mar2012,,,
26mar2012,66684.59,22605.73,1416.51
27mar2012,66037.35000000001,22491.359,1412.52
28mar2012,65079.34,22418.561,1405.54
29mar2012,64871.99,22481.68,1403.28
30mar2012,64510.97,22523.18,1408.47
31mar2012,,,
01apr2012,,,
02apr2012,65216.25,22412.85,1419.04
03apr2012,64284.26,22103.211,1413.38
04apr2012,63528.65,21905.039,1398.96
05apr2012,63691.18,21802.98,1398.08
06apr2012,,21631.109,
07apr2012,,,
08apr2012,,,
09apr2012,62923.21,21731.211,1382.2
10apr2012,61738.28,21823.141,1358.59
11apr2012,61293.14,21598.34,1368.71
12apr2012,63058,21399.4,1387.57
13apr2012,62105.6,21062.811,1370.26
14apr2012,,,
15apr2012,,,
16apr2012,61954.55,21199.461,1369.57
17apr2012,62698.87,21391.25,1390.78
18apr2012,63010.48,21563.25,1385.14
19apr2012,62618.41,21424.18,1376.92
20apr2012,62494.08,21360.539,1378.53
21apr2012,,,
22apr2012,,,
23apr2012,61539.38,21348.561,1366.94
24apr2012,61971.14,21375.061,1371.97
25apr2012,61750.38,21296.711,1390.69
26apr2012,62198.06,21281.75,1399.98
27apr2012,61691.21,21084.061,1403.36
28apr2012,,,
29apr2012,,,
30apr2012,61820.26,21239.32,1397.91
01may2012,,,1405.82
02may2012,62423.56,21179.439,1402.31
03may2012,62104.15,21135.721,1391.57
04may2012,60820.93,21270.449,1369.1
05may2012,,,
06may2012,,,
07may2012,61220.43,21343.85,1369.58
08may2012,60365.48,21396.6,1363.72
09may2012,59786.12,21369.73,1354.58
10may2012,59702.05,21349.359,1357.99
11may2012,59445.21,21105.83,1353.39
12may2012,,,
13may2012,,,
14may2012,57539.61,21136.92,1338.35
15may2012,56237.97,20954.211,1330.66
16may2012,55887.57,20528.35,1324.8
17may2012,54038.2,20190.34,1304.86
18may2012,54513.16,20030.311,1295.22
19may2012,,,
20may2012,,,
21may2012,56590.24,20186.811,1315.99
22may2012,55038.75,19983.619,1316.63
23may2012,54619.48,20283.76,1318.86
24may2012,54063,20360.311,1320.68
25may2012,54463.16,20563.471,1317.82
26may2012,,,
